,Unnamed: 0,WritingDate,Title,Conclusion,OrgNameDisc
392,392,2025-01-13,仙乐健康(300791)：再推股权激励 经营企稳向好,"　　事件：（（1）公司发布2025 年限制性股票激励计划（草案），2025-2027 年目标实现营收49.3/55.7/59.3 亿元，其中2025-2026 年收入增速目标为沿用2023 年股权激励目标，增设2027 年收入目标。（2）修订2023 年限制性股票激励计划，增设业绩完成度85%的解锁门槛值。（3）修订中长期员工持股计划，第二期、第三期员工持股计划方案推出时间修订为2025/2026 年三季度结束前。
　　再推股权激励加大激励力度，调整目标增强可实现性及激励效果。继2023年股权激励计划后，公司再次推出新一期股权激励，激励对象包括公司核心管理及技术（业务）人员78 人。若以2024 年股权激励目标为基准计算，对应2025-2027 年收入同比增速目标为+14.2%/13.0%/6.5%。同时公司在两期股权激励中均增设业绩完成度85%的解锁门槛，若业绩完成度达85%及以上则按比例解除限售。若以85%完成率计算则2025-2027年收入目标不低于41.9/47.3/50.4 亿元。我们认为本次股权激励目标调整及增设、员工持股方案推行时间修订均主要为增强目标可实现性，提升激励效果，充分激发员工积极性。参考股权激励计划目标，公司2025-2027年收入复合增速有望保持10%以上，在国内市场逐步修复、全球化扩张助力下保持较高速增长。
　　中国区调整战略企稳修复，BF 提升效率兑现减亏。我们认为当前中国区修复、美国子公司BF 减亏进度为市场两大关注点。24Q3 受中国保健品渠道结构变化的影响，中国区业务增速放缓，随着公司提升研发能力、客户服务效率提升，且针对市场趋势变化灵活调整，中国区或逐步企稳修复。
　　美国子公司BF 收入及订单增速较好，经营效率上，中国供应链和技术人员前往支持，将持续聚焦于成本改善、管理流程完善、供应链运营改善等，当前BF 已处于逐步减亏中，随着产能利用率爬坡、运营效率提升，环比亏损或持续收窄，贡献利润弹性。
　　投资建议：我们认为公司再推股权激励并增强目标可行性，有望充分激发员工积极性；且中国区业务增长、BF 盈利能力改善均稳步推进，基本面企稳向好。略调整前次盈利预测，预计2024-2026 年实现归母净利润3.4/4.1/5.0 亿元，同比+22.0%/20.6%/20.4%，当前股价对应PE 为17/14/12x，维持“增持”评级。
　　风险提示：需求复苏不及预期、行业竞争加剧、BF 盈利改善不及预期。",国盛证券
393,393,2025-01-13,仙乐健康(300791)：调整激励计划 保持内部士气,"　　事项：
　　公司公告对股权激励及持股计划进行调整。（1）修订2023 年股权激励计划：
　　沿用原有营收目标，并设置85%的解锁门槛值。（2）新增2025 年股权激励计划：拟以13.27 元/股的价格，授予高管、管理及核心技术与业务人员共78 人188.86 万股限制性股票，占总股本0.80%；25-27 年100%解锁的营收目标分别约49.27/55.66/59.27 亿元，预计首次授予的权益费用总额为1,701.39 万元，25-28 年分别827.06/567.13/269.39/37.81 万元。（3）修订中长期员工持股计划：第二期、第三期员工持股计划原定于25、26 年1 月推出，修订为于25、26 年三季度结束前推出。
　　评论：
　　24 年目标具备挑战之下，对后续目标新设解锁门槛，以保障团队士气。中国区外部需求疲软，导致24H2 传统大客户下单延期，公司全年收入目标达成具备压力。在此背景下，公司及时对股权激励进行调整优化，在保持25-26 年原有营收目标的前提下，参考市场惯例设置门槛值（完成度85%及以上可按完成比例解锁，不到85%则不解锁），强化了激励计划的灵活性和可实现性，以提升激励效果、保持团队士气。
　　新增25 年股权激励，进一步加强激励力度。新增25 年股权激励计划，与23年激励并行实施，拟授予覆盖高管、管理及核心技术与业务人员共78 人，188.86万股限制性股票（占总股本0.80%），授予价格13.27 元/股（较1 月10 日收盘价24.53 元折价46%），激励力度略大于上一轮。考核目标上，按照我们预计24 年营收42.3 亿元测算，25 年股权激励计划100%解锁需25-27 年收入分别同增16.5%/13.0% /6.5%，24-27E CAGR 约11.9%；若按85%门槛解锁，需达成营收41.88/47.31 /50.38 亿元，24-27E CAGR 约6.0%。
　　25 年定调稳健修复，着力推进组织提效、加强新锐客户拓展力度。展望25 年，预计海外消费需求保持旺盛，尤其BFs 及亚太业务可延续较快增长，中国区有望逐步修复、预计个位数增长，美洲出口观察关税影响，中性预计全年收入双位数出头增长，且随中国区下游库存去化、BF 经营提效，有望实现逐季改善。具体调整动作上，一是中国区已通过调整组织架构大幅提升线上渠道重视度，将匹配相关激励机制改革，积极捕捉新锐客户，适应功能食品行业线上化趋势；二是BFs 方面，当前下游需求旺盛，核心问题在于经营效率较低，公司则将继续逐步优化运营团队、生产流程，推动盈利改善。
　　投资建议：经营举措积极，关注调整改善。考虑到BFs 管理调整及Q4 中国区订单延后，我们下调24-26 年业绩预测至3.37/4.04/5.02 亿元（原预测为3.66/4.54/5.48 亿元），对应PE 18/15/12X。但仙乐身为功能食品CDMO 赛道龙头，研发及供应链优势依旧突出，预计在大健康产业扩容与出海逻辑下，中期收入有望保持双位数复合增长。且当下公司及时调整激励方式保障士气，并主动适应行业线上化趋势、不断强化竞争力，经营态度积极，建议紧盯调整改善，维持目标价32.5 元与“强推”评级。
　　风险提示：终端需求疲软，BFs 业绩不及预期，原料成本上涨，食品安全风险。",华创证券
394,394,2025-01-12,华测导航(300627)：业绩稳定增长 25年多领域全面拓展,"　　事件：2025 年1 月10 日晚间，公司发布《2024 年年度业绩预告》，24 年公司实现归母净利润5.65 亿元-5.85 亿元（yoy+25.80%-30.25%）、扣非归母净利润5.03 亿元-5.23 亿元（yoy+35.10%-40.47%）。
　　24 年业绩实现稳定增长，产品与解决方案行业应用持续拓展。根据公司业绩预告，24 年公司实现归母净利润5.65 亿元-5.85 亿元（yoy+25.80%-30.25%）、扣非归母净利润5.03 亿元-5.23 亿元（yoy+35.10%-40.47%），24 年公司积极拓展产品与解决方案的行业应用，业绩实现稳定增长。
　　单季度来看， 根据中值计算， 24Q4 公司实现归母净利润1.85 亿元（yoy+11.34%，23Q4 yoy+18.51%），我们认为主要系政府补贴影响，预计25 年将保持相对稳定；实现扣非归母净利润1.71 亿元（yoy+43.00%），24Q4非经常性损益约为1,389 万元（23Q4 同期为4,656 万元，其中政府补助为3,292 万元）。
　　股份支付费用方面，24 年公司股份支付费用约为5,850 万元（23 年同期实际为2,820 万元）。
　　24 年资源与公共事业、地理空间信息板块快速增长，25 年多业务领域在国内外市场有望实现长足拓展。
　　24 年国内侧公司农机自动驾驶、位移监测与地理空间信息业务实现快速增长；海外侧公司集中资源大力拓展市场，海外区域营收持续快速增长，且仍具有较大提升空间。
　　25 年国内侧伴随财政政策持续发力，RTK 业务增速有望回暖、农机自动驾驶与位移监测业务有望延续高景气；海外侧伴随销售渠道与人员迅速铺开，农机自动驾驶与三维智能产品有望延续高增长。同时公司主要海外订单来源于欧洲与东南亚地区，北美地区营收占比极低，预计关税政策变动对于公司影响较小。
　　24 年前三季度毛利率持续提升，25 年海外业务占收比继续提升夯实盈利能力。24 年前三季度公司实现毛利率水平59.18%（yoy+0.81pct）、净利率水平16.96%（yoy+1.83pct），25 年随着海外业务延续高增速、占收比提升，且海外业务毛利率持续高于国内业务（24H1 海外业务毛利率高于国内12.65pct），公司盈利能力有望持续夯实。
　　投资建议：领先的高精度导航服务商，全球布局加速拓展。预计2024-2026年公司归母净利润分别为5.81 亿元、7.81 亿元、10.37 亿元，对应PE 分别为34.9 倍、26.0 倍与19.6 倍，维持“增持”投资评级。
　　风险提示：宏观经济超预期扰动的风险、行业竞争加剧的风险、细分板块市场拓展进度不及预期、产品技术研发进度不及预期、汇率波动的风险。",招商证券
395,395,2025-01-12,仙乐健康(300791)：推出2025年限制性股票激励计划 强激励增信心促发展,"　　事件：公司推出2025 年限制性股票激励计划，同时，公司修订了2023 年限制性股票激励计划以及对中长期员工持股计划的推出时间进行了调整，整体来看，新的激励计划和原有激励计划的调整有助于提升公司竞争力应对市场挑战，提升高管及骨干的能动性，从而确保公司未来发展战略和经营目标的实现。
　　2025 年限制性股票激励计划：新增2027 年收入目标，数字化负责人纳入激励对象。公司以2025-2027 年营业收入为考核目标，其中2025-2026 年的收入目标与修订后的2023 年股票激励目标一致，即2025/2026/2027 年营业收入考核目标分别为49.2677/55.6612/59.2676 亿元,对应收入同比增速分别为14.2%/13.0%/6.5%。本激励计划授予价格为13.27 元/股，涉及的首次授予激励对象共计78 人，主要对象既包含了2023 年激励计划中涉及的副总经理兼董事会秘书郑丽群、财务负责人夏凡和欧洲事业部总经理Sara Lesina，又新增了数字化负责人Zhai Pete Jingqing（美国），我们认为，本次激励将数字化负责人纳入激励计划，表明公司对于数字化方面的重视程度，持续将提升公司经营效率摆在重要位置。
　　2023 年限制性股票激励计划修订：原收入考核目标不变，新增根据业绩完成度制定公司层面解除限售比例。根据公告，公司对于考核激励方式进行灵活调整，设公司层面解除限售比例为X，2025 年/2026 年实际达成营业收入为A，业绩考核目标为Am，若业绩完成度A≥Am，则X=100%；若85%*Am≤A＜Am，则X=A/Am*100%；若A＜85%*Am，则X=0，即公司当期业绩完成度未达到业绩考核目标85%的，当年可解除限售的限制性股票均全部不得解除限售，由公司回购注销。而调整前的股权激励计划的绩效考核结果仅有X=100%或X=0。此次激励计划的调整是在充分考虑公司未来发展战略并结合目前实际经营的情况下进行的，使得考核目标更具科学性和合理性，客观反映公司经营现状，不仅有助于提升公司竞争力应对市场挑战，也有利于提高公司高级管理人员、管理人员、核心技术（业务）人员及管理骨干的能动性，确保公司未来发展战略和经营目标的实现。
　　中长期员工持股计划的推出时间进行调整。第二期员工持股计划和第三期员工持股计划方案（包含奖励金的触发条件、计提方式等）由董事会及其下设薪酬与考核委员会负责拟定并报股东大会审批的时间节点分别由2025年1 月、2026 年1 月改为2025 年三季度结束前和2026 年三季度结束前。
　　公司监事会表示，本次调整是基于公司当前实际经营情况所做出的综合考虑，目的是为更好地保障中长期员工持股计划的顺利推进和有效落实。
　　盈利预测与投资评级：公司在保健品CDMO 领域具备良好的全球竞争力，中国市场份额稳定增长，全球其他市场快速开拓，识别不同区域市场的增量机会。我们认为，公司在营养健康食品领域的制造、研发及客户服务等方面均具备较强的竞争能力，持续推出的限制性股票激励有助于提升公司高管及骨干积极性，助力公司高质量发展。我们预计公司2024-26 年可实现归母净利润3.60/4.57/5.51 亿元，同比分别+28%/+27%/+21%，当前股价对应2024-26 年PE 分别为16x/13x/11x，维持“推荐”评级。
　　风险提示：食品安全事件、国内及海外需求不及预期、BF 整合不及预期等",方正证券
396,396,2025-01-13,中文在线(300364)IP业务更新点评：多元化IP衍生开发 AIGC持续赋能,"　　公司发布2024 年IP 高光回顾，公司进行多元化、全球化IP 衍生开发，包括网文、微短剧、动漫、IP 衍生品等。我们认为，公司在IP 衍生品业务布局逐步完善，有望为公司贡献增量业绩。
　　IP 衍生品： 1）“谷子经济”规模大、增速快：“谷子经济”概念源自英文单词“Goods”的音译，是一种围绕二次元文化中的IP 衍生品展开的新兴消费潮流，指代漫画、动画、游戏等二次元作品的衍生商品。据艾媒咨询数据，2024 年中国谷子经济市场规模达1689 亿元，较2023 年增长40.63%，预计到2029 年市场规模将超过3000 亿元。2）公司“谷子经济”布局：公司以旗下优质IP 为核心，向下游开发各类IP 衍生品，积极参与“谷子经济”，推动代理国际知名IP，目前已形成国谷、日谷、美谷品类矩阵。IP 方面，公司拥有自有IP 罗小黑，并获得多个国际知名IP 在国内衍生品的部分品类授权，如变形金刚、小黄人、金刚特龙战队等。渠道方面，罗小黑旗舰店持续推出一系列谷子商品，包括徽章、亚克力牌、摇摇乐、胶片卡、海报等多种类型；24 年10 月，中文在线正式发布专注于IP 衍生品开发的品牌“次元探秘”，次元探秘旗舰店主要销售小黄人等IP 的谷子商品。我们认为，24 年公司谷子类产品销售有望达6000-8000 万元人民币，随着后续签约更多IP&衍生品推出，25 年销售额有望实现上亿级别。
　　短剧：1）海外短剧方面，公司形成3 个APP 矩阵。2022 年7 月，中文在线参股公司Crazy Maple Studio（持股比例达49.16%）上线真人短剧ReelShort，2023 年11 月登上多个国家娱乐榜第一位。2023 年12 月，中文在线旗下短剧平台Sereal+上线，登上美国iOS 娱乐畅销榜前30 位。2024 年9 月，中文在线日本子公司COL JAPAN 宣布将推出垂直型短剧应用UniReel。2）国内短剧方面，公司自2021 年开始布局中短剧市场，小程序微短剧、红果短剧、平台短剧三种类型的短剧模式均有布局。
　　AI 动态漫：2024 年，公司已利用AI 技术制作近百部漫画、动态漫作品，累计观看超过30 亿次，其中《全民转职：我的技能全是禁咒》《重生天尊在都市》等多部AI 动态漫已经在爱奇艺、优酷、腾讯等主流视频平台亮相，多部作品名列各平台动漫热度榜单前三位。凭借AIGC 技术优势，公司亦成功拓展日本、新加坡动漫/动态漫市场。
　　盈利预测、估值与评级：中文在线加速布局海外短剧，并积极探索IP 衍生品业务。
　　考虑到海外短剧业务处于抢占市场阶段，收益皆用于扩大产能；IP 衍生品业务处于快速成长阶段，公司需要签约更多IP，并开发多元化产品；两项业务前期成本使得公司毛利率有所承压，下调24-25 年归母净利润预测至-0.60/0.81 亿元（vs上次预测2.11/3.14 亿元），新增26 年归母净利润预测1.26 亿元。考虑公司短剧、IP 衍生品业务维持高景气度，维持“买入”评级。
　　风险提示：IP 衍生业务发展不及预期、短剧市场竞争加剧、AI 技术发展不及预期",光大证券
397,397,2025-01-13,创业黑马(300688)：版信通业务有望带动公司业绩增长 AI帮助公司主业降本增效,"　　投资要点
　　公司收购版信通，在APP 登记确权市场中获得了重要布局：版信通通过采用区块链技术开展电子版权登记业务，为APP 发放确权电子证书，在法律允许的框架内，为市场提供了高效、便捷的解决方案。其业务模式具有较高的利润率，主要得益于轻资产运营和代理销售模式，这使得公司能够在较小的人员规模下实现较高的收入和利润。
　　版信通未来的增长空间主要在于华为鸿蒙的重新认证和AI 智能体的认证：华为鸿蒙系统同样也有着APP 确权的需求，所有APP 都有鸿蒙化重新确权的需求，未来市场空间较大。版信通未来最大的市场增量在人工智能的智能体，未来基于人工智能的智能体都需要进行确权登记，否则无法确认版权的唯一性，也很难预防盗版来保护自身权益，因此未来智能体一定需要确权登记。人工智能的智能体确权相比APP 确权市场更大。
　　字节火山引擎和创业黑马合作帮助公司提升服务效率，降低人力成本：
　　过往公司主业过于依赖人力，人力成本不断提升，导致企业整体利润难以提升。字节火山引擎将产品快速发展过程中积累的增长方法、技术能力和应用工具开放给外部企业，帮助企业构建体验创新、数据驱动和敏捷迭代等数字化能力。公司通过和字节的合作和自身大模型产品，成功实现了从传统人力服务业务向数字化、产品化、智能化服务的转型。不仅提高了服务效率和质量，还降低了成本，显著提升了公司的利润水平。
　　公司在鸿蒙培训、AI 科研辅导和AI 人才培训项目均有布局，未来也将对业绩有所贡献：1）鸿蒙培训项目：公司与湖北方正人力资源集团合作，成立了合资公司，主要面向湖北地区高校学生开展鸿蒙培训。方正负责招生和场地，公司负责培训交付。2）AI 科研辅导项目：2024 年公司成立了AI 科研辅导团队，为博士生、研究生、在校老师及科技工作者提供AI 领域的科研辅导，帮助他们在核心期刊上发表论文。3）AI 人才培训项目：虽然目前还未大规模开展，但公司已经看到了AI 人才培训的市场需求。未来计划切入这一市场，为不同层次的学生和科研人员提供培训服务，满足他们在AI 领域的学习和发展需求。
　　盈利预测与投资评级：创业黑马积极跟进 AI 浪潮，加速中小企业 AI化进程，由于公司自身的投入加大，我们将2024-2026 年公司归母净利润由0.6/0.9/1.3 亿元调整为-0.61/0.63/0.89 亿元，对应当前股价PE 为-77/74/53 倍，由于公司在AI 方面做出较多的布局，未来空间较大，因此我们维持“买入”评级。
　　风险提示：AI进度不及预期，客户拓展不及预期，市场竞争风险。",东吴证券
398,398,2025-01-13,仙乐健康(300791)：推出25年股权激励计划 彰显长期主义,"　　公司近况
　　公司公告调整2023 年限制性股票激励计划公司层面业绩考核目标并修订相关文件，并推出2025 年限制性股票激励计划，以及修订中长期员工持股计划推出时间，本次方案已经股东大会审议通过。
　　评论
　　修订2023 年限制性股票激励计划，提升解锁灵活性，加强激励效果。为强化激励的灵活性和可实现性，提升对员工的激励效果，公司对2023 年限制性股票激励计划进行了修订。在原业绩考核目标不变前提下，增加线性解锁条件，即业绩完成度高于85%，即可按照完成比例解除相应限售比例。此激励目标原对应2025/26 年49.3 亿/55.7 亿收入，同比+14%/13%，调整后最低完成原目标的85%即41.9 亿/47.3 亿收入目标（同比-3%/ +13%）可解除85%比例的限售。考虑2024 年国内保健品市场线上竞争加剧、线下客户补库存意愿较低，令公司境内收入表现低于此前预期，我们认为此次修订结合市场现状，有利于更充分调动激励对象的工作积极性和创造性。
　　推出2025 年限制性股票激励计划草案，彰显长期发展信心。仙乐健康于2025 年1 月发布了《2025 年限制性股票激励计划（草案）》，建立长效激励机制，激励计划授予价格为13.27 元。本次激励计划拟对包括高级管理人员、管理人员及核心技术（业务）人员在内的79 名激励对象授予限制性股票数量共189 万股，公司层面2025、2026 年营收目标沿用23 年激励计划营收目标，新推出2027 年营收目标59.27 亿元，对应同比增速为6.5%。
　　我们认为此次激励彰显公司长期业务发展信心，也显示出公司吸引人才、提升员工积极性的决心。
　　修订中长期员工持股计划推出时间，25 年公司业务有望稳健发展。公司第二期、第三期员工持股计划原定于25、26 年1 月推出，修订为于25、26年三季报披露前推出。展望25 年，我们预计公司海外业务有望维持强劲增长，境内业务在24 年应对线上平台快速迭代能力夯实背景下有望实现边际改善，BF方面公司积极推动管理改善及新产能爬坡，我们预计其盈利状况有望较24 年显著改善。
　　盈利预测与估值
　　公司交易在2024/25/26 年17.4/14.5/11.4x P/E；考虑BF业绩承压，下调24/25 年盈利预测10.1%/8.8%至3.3/4.0 亿元,引入26 年收入/盈利预测54.4/5.1 亿元；下调目标价28.2 元，对应2024/25/26 20.0/16.6/13.1x P/E和15%上行空间。维持跑赢行业评级。
　　风险
　　需求疲弱，海外利润率低于预期，竞争加剧。",中金公司
399,399,2025-01-13,星源材质(300568)：与株式会社RS TECHNOLOGIES签订框架协议 隔膜订单持续放量,"　　事件：25 年1 月8 日，公司与株式会社RS Technologies 达成《战略合作框架协议》，建立长期战略合作关系，共同致力于半导体材料领域协同公关、科技成果转化、科技服务生态等方面的合作交流，推动双方互利共赢。
　　公司与株式会社RS Technologies 达成《战略合作框架协议》，凸显公司在材料领域的领军地位。公司作为新能源材料行业的全球领军企业，与株式会社RSTechnologies 达成《战略合作框架协议》,合作内容包括：1）科技成果转化：
　　株式会社RS Technologies 愿意优先将其半导体材料科技成果与公司开展合作交流，双方共同探讨对半导体材料科技成果进行商业化合作，建立符合市场化标准的科技成果转移转化管理运作机制；共同致力于协同半导体材料攻关，建立国际合作交流；2）产业化投资及商业化赋能：乙方愿意将其优势资源及推动相关第三方与甲方联合共同推进半导体材料科技成果产业化的合作，用商业模式赋能半导体材料科技成果转化及产业化；在两国政策法规允许的范围内，协助中日两地市场的共同研发、销售及半导体材料企业的资源整合等相关工作的实施；3）信息共享：双方建立沟通机制，定期组织双方交流座谈，定期组织联合召开专项成果展示会、政策发布会、技术需求发布会等活动。该框架协议的签订，将进一步凸显公司在材料领域的领军地位，进一步发挥公司在材料领域研发、生产和销售的优势，为半导体材料推广带来积极作用；有助于提高公司科技创新能力及竞争力，符合公司长远发展战略和全体股东的利益。
　　隔膜订单持续放量，国内外出货量及市场占有率稳步提升。近日，公司全资子公司欧洲星源与大众集团旗下动力电池子公司签订了《定点协议》，约定自25 年至32 年期间由欧洲星源向客户供应湿法涂覆锂离子电池隔膜材料，如协议顺利履行，25-32 年期间预计将累计供货约20.9 亿平方米湿法涂覆锂离子电池隔膜材料。与此同时，在全球汽车电动化大趋势之下，公司积极海内外扩产，提升市场占有率，继23 年公司与LG Energy Solution,Ltd.签订《全球战略合作备忘录》后，24 年4 月，公司与SamsungSDI Co.,Ltd.签订《战略备忘录》，深化动力锂电池隔膜相关业务的全球战略合作,推动双方互利共赢。随着公司后续产能的逐步释放，夯实海外市场布局，公司出货量及市场占有率将得到进一步的提升。
　　盈利预测、估值与评级：公司锂电隔膜的产能放量顺利。但由于锂离子电池隔膜价格仍然维持低迷的状态，我们下调公司24-26 年的盈利预测，预计24-26 年的归母净利润分别为4.61（下调15.9%）/5.67（下调13.6%）/6.90（下调12.2%）亿元。我们持续看好公司作为锂电隔膜行业龙头的后续发展，维持“增持”评级。
　　风险提示：产能建设不及预期，下游需求不及预期，工艺迭代风险。",光大证券
400,400,2025-01-13,中石科技(300684)：业绩高增长 看好AI驱动下新业务放量,"　　投资要点：
　　事件：中石科技发布2024 年度业绩预告：24 年公司预计实现归母净利润1.90-2.20 亿元（同比+157.60%-198.28%），扣非归母净利润1.62-1.92 亿元（同比+204.82%-261.27%）；按中值计算，24Q4 公司实现归母净利润7294万元（同比+275.64%，环比+5.15%），扣非归母净利润4494 万元（同比+259.09%，环比-15.25%）。
　　消费电子需求回暖，AI 催生散热新需求。24 年公司业绩改善的主要原因包括：
　　1）伴随消费电子行业需求回暖，公司逐步拓展北美大客户除手机外的其他终端产品业务，新产品和新项目放量、份额提升。2）AI 赋能下消费电子、数字基建等行业新品迭代、新散热方案需求层出不穷。3）公司进一步优化业务结构及资产，加强了精益化管理的落实。4）此外，公司非经常性损益对净利润的影响金额预计为2800 万元，主要系理财产品收益和非流动资产处置损益等。
　　盈利预测：我们预计公司2024-2026 年收入分别为15.68 亿元、20.25 亿元、25.18 亿元，归母净利润分别为2.02 亿元、2.92 亿元、3.90 亿元，EPS 为0.67 元、0.97 元、1.30 元。参考公司历史估值及可比公司平均估值水平，给予公司2025 年动态PE 区间35-40X，对应合理价值区间34.07-38.94 元，“优于大市”评级。
　　风险提示：AI 需求不及预期，产品升级迭代不及预期，汇率波动风险。",海通证券
401,401,2025-01-10,兆龙互连(300913)：高速互联技术领航 探索AI与数据中心产业新机遇,"　　产品结构持续升级，全球市场的影响力不断扩大
	公司在主营业务方向持续推进多元化发展。公司坚持以数字通信电缆为主营业务方向，目前形成了以6 类及以下数据通信线缆为主要核心，连同6A 及以上数据通信线缆、连接产品和专用电缆多元化发展的主营业务形态。2024 年上半年，6A及以下数据通信线缆产品/6A 及以上数据通信线缆产品/专用电缆/连接产品营收分别为4.55/1.88/0.69/0.77 亿元，同比增长1.48%/37.10%/17.23%/58.06%。高速、高频的数据传输需求日益增长，支持公司产品结构持续升级，2024 年上半年，6A 及以上数据通信电缆、专用电缆及连接产品的营收占比逐渐增大，毛利率分别达到16.09%、29.40%、30.06%。公司不断扩大其全球市场的影响力， 泰国子公司已通过ISO9001 认证，ETL 和UL 认证等，数据电缆及组件系列产品已经顺利完成试生产；同时，正在积极推进高速组件的试生产工作，包括10G 至100G 以及更高速率的产品。
　　2024 前三季度公司实现营业收入4.90 亿元， 同比增长18.87%；归母净利润0.30 亿元，同比增长35.89%。盈利能力来看， 公司在2024 年前三季度销售毛利率/净利率为15.91%/6.70%，同比+5.93pct/+9.30pct。
	技术储备雄厚，拥有全套自主设计与研发能力
	公司深耕数字通信领域30 余年，经过长期自主研发，已拥有从电缆、结构、PCB、自动化等方面的完整系统设计能力，并构建了电缆制造及组件加工等一系列核心工艺。公司6 类和6A 类布线系统已通过第三方永久链路和多节点信道测试，模块产品通过国际第三方认证机构ETL 认证。公司掌握了高速互连产品的核心部件高速平行传输对称电缆产品的设计与制造技术，在服务器内外高速连接产品上拥有全套自主设计能力，包括PCBA、线端连接器等，在信号仿真、结构设计和模具设计等领域拥有深厚的技术积累。
	布局高速线缆市场，抢占AI 与数据中心互联新机遇
　　根据LightCounting 报告，预测未来五年内，高速线缆市场规模将增加一倍以上，到2028 年将达到28 亿美元。预计2024 年至2028 年DAC（无源铜缆）和AEC（有源电缆）的销售额将分别以25%和45%的复合年发展率增长。随着人工智能发展和算力的提升，数据中心网络向更高速率如800G和1.6T 发展，高速电缆及连接器迈入了224Gbps 的时代。
　　DAC（无源铜缆）领域，广泛应用于存储区域网络、数据中心和高性能计算机连接，大大降低了数据中心建设的运维成本及制冷能耗。在高速连接产品领域，兆龙互连具备从研发到制造的全产业链能力。目前，公司800G 组件产品正处于小批量试样阶段。设备储备方面，高速率产品会使用到发泡技术，公司在生产设备上加大投入力度，涵盖高温挤出线、绕包设备、编织机以及组装流水线等多个关键领域，并对现有的生产设备进行了全面且深入的技术改造与升级，进一步提高生产良率，推动产能大幅增长。
　　AEC（有源铜缆）领域，兆龙互连正密切关注AI 与数据中心产业，未来将重点布局和发展AEC 高速组件产品，以满足数据中心对高速互联的需求。目前，单通道112G 产品已经陆续批量交付中，随着市场对高速率产品需求的不断提升，其收入增长潜力较大。海外行业前景来看，海外市场对高速数据传输解决方案的需求持续攀升，尤其是在新兴技术如人工智能、物联网等领域的蓬勃发展下，AEC 产品面临广阔的市场空间。
	盈利预测
　　预测公司2024-2026 年收入分别为18.61、22.23、26.74 亿元，EPS 分别为0.48、0.63、0.80 元，当前股价对应PE 分别为119.2、91.8、72.2 倍。基于公司目前已构筑的数字通信领域多元化、全方位的发展态势，给予“买入”投资评级。
	风险提示
　　生产技术改造与升级不及预期；宏观经济波动导致市场需求不及预期；政策支持力度不及预期。",华鑫证券
402,402,2025-01-10,申菱环境(301018)：全面布局液冷 有望受益AI浪潮,"　　专用空调领域领导者，具备长期发展动能。公司是专用空调领域领导者，主营业务包括数据服务空调、工业空调、特种空调、公建及商用空调。2020 年至2023 年，公司营业收入由14.67 亿元增长至25.11 亿元，年复合增长率为19.6%；归母净利润由1.25 亿元下降至1.05 亿元。2024 年前三季度，公司实现营业19.77 亿元，同比增长6.20%，归母净利润1.43 亿元，同比下降-4.11%。
　　AI 带动智算中心建设，液冷渗透率有望提升。专用空调主要应用领域包括数据服务产业、工业领域、特种环境、公建及大型商建四大类。其中伴随着新基建、数字经济等政策影响以及新一轮信息革命发展的驱动，智算中心的建设有望加速。我们认为先进算力需适配更先进的散热技术，英伟达产品由A100 迭代至GB200，TDP成倍提升，传统的气冷散热方案不足以应对需求，随着NVL72 的放量，液冷渗透率有望快速提升；此外在国内PUE 政策要求和低电耗的经济考量下，液冷或将成为智算中心建设的主流散热选项。参考IDC，预计2023-2028 年，中国液冷服务器市场年复合增长率将达到47.6%，其中2028 年市场规模将达到102 亿美元。
　　超前布局液冷，开启发展新纪元。数据中心的冷却方式经历多轮迭代，从风冷向间接蒸发冷却再向浸没式等方式演进；随着机架功率的大幅提升，我们认为风冷难以冷却高密度机架，后续液冷的渗透率将快速提升。公司自2011 年开始研究数据中心液冷散热技术，搭建了国内较早的商用液冷微模块数据中心，并实现了长期稳定运行。公司推出的大液冷系统，采用预制化、集成化手段，融合液冷数据中心风侧散热、液侧散热，简化系统，支持风液同源，适应性更强，可提供一次侧的干冷器或蒸发冷干冷器、管路预制、二次侧的CDU、二次侧环网、Manifold 等产品。核心客户方面，公司与H 公司合作紧密，预期随着H 公司的AI 算力设备出货量的增加，公司液冷产品的应用会进一步加快。
　　投资建议与估值：公司是专业空调领域的领导者，积极拓展数据中心液冷，订单量有望实现快速提升，助推业绩实现快速增长，具备较高成长性与业绩弹性。我们预计2024-2026 年公司营业收入分别为28.3 亿元、36.4 亿元、46.2 亿元，增速分别为12.8%、28.5%、27.0%；归母净利润分别为1.62 亿元、2.65 亿元、3.36 亿元，增速分别为54.1%、63.9%、27.0%。在专业空调与数据中心液冷领域，国内与公司从事相似产品和业务的企业有【英维克】、【高澜股份】、【同飞股份】，可比公司2024-2026 年平均PE 倍数为93.2、45.2、31.1，公司市盈率低于可比公司平均水平。AI 液冷产业趋势明确，公司凭借在液冷领域的全面布局有望实现利润的快速增长，上调评级至“买入”。
　　风险提示： 数据中心建设不及预期；原材料价格波动风险；市场竞争风险；技术创新风险等。",德邦证券
